Entity,Label,Count
"('Chronic renal insufficiency', 'DISEASE')",1
"('Colon Cancer', 'DISEASE')",1
"('O2 sat=', 'CHEMICAL')",1
"('bibasilar rales', 'DISEASE')",1
"('pitting edema', 'DISEASE')",1
"('Sat 96%RA', 'CHEMICAL')",1
"('WBC-8.4', 'CHEMICAL')",1
"('pH-7.0', 'CHEMICAL')",1
"('interstitial lung disease', 'DISEASE')",2
"('hypokinesis of the inferior', 'DISEASE')",1
"('pulmonary arterial systolic', 'DISEASE')",1
"('left ventricular hypertrophy', 'DISEASE')",1
"('Systolic congestive heart failure', 'DISEASE')",2
"('peripheral and pulmonary edema', 'DISEASE')",1
"('milrinone', 'CHEMICAL')",10
"('spironalactone', 'CHEMICAL')",1
"('torsemide', 'CHEMICAL')",5
"('ventricular thrombus', 'DISEASE')",3
"('Acute kidney injury', 'DISEASE')",1
"('overdiuresis', 'DISEASE')",1
"('nephrotoxins', 'CHEMICAL')",1
"('polyps', 'DISEASE')",1
"('clopidogrel', 'CHEMICAL')",2
"('low-dose aspirin', 'CHEMICAL')",1
"('rosuvastatin', 'CHEMICAL')",4
"('Atrial fibrillation/flutter', 'DISEASE')",3
"('metoprolol succinate', 'CHEMICAL')",3
"('diabetic\nretionopathy with likely nephropathy', 'DISEASE')",1
"('diabetic', 'DISEASE')",1
"('pantoprazole', 'CHEMICAL')",6
"('Metoprolol succinate', 'CHEMICAL')",1
"('Rosuvastatin', 'CHEMICAL')",2
"('Ventolin aerosol 2 puffs', 'CHEMICAL')",1
"('albuterol sulfate', 'CHEMICAL')",4
"('tiotropium bromide', 'CHEMICAL')",3
"('chronic renal insufficiency', 'DISEASE')",1
"('Microcytic anemia', 'DISEASE')",2
"('reflux disease', 'DISEASE')",1
"('isosorbide mononitrate', 'CHEMICAL')",2
"('Shortness of Breath', 'DISEASE')",1
"('solumedrol', 'CHEMICAL')",3
"('levofloxacin w/', 'CHEMICAL')",1
"('obstructive defect', 'DISEASE')",1
"('Crohn??????s disease', 'DISEASE')",1
"('Steroid-induced NIDDM', 'DISEASE')",1
"('Peripheral Neuropathy', 'DISEASE')",1
"('Chest cancer', 'DISEASE')",1
"('NEUTS-63.6 LYMPHS-29.2', 'CHEMICAL')",1
"('CK(CPK)-140', 'CHEMICAL')",1
"('tachypnia', 'DISEASE')",1
"('hypercarbic', 'DISEASE')",1
"('respiratory failure', 'DISEASE')",1
"('O2\nsaturations ranging from 97-100', 'CHEMICAL')",1
"('montelukast', 'CHEMICAL')",2
"('acute coronary syndrome', 'DISEASE')",1
"('bronchospastic', 'DISEASE')",1
"('ACEi', 'CHEMICAL')",7
"('aortic stenosis- Pt', 'DISEASE')",1
"('Steroid', 'CHEMICAL')",1
"('diabetes mellitus- Pt', 'DISEASE')",1
"('lactic acidosis', 'DISEASE')",1
"('cardiac ischemia', 'DISEASE')",3
"('erythromycin ointment qid', 'CHEMICAL')",1
"(""Crohn's disease- Stable Pt"", 'DISEASE')",1
"('mesalamine', 'CHEMICAL')",1
"('Prozac', 'CHEMICAL')",1
"('Glucophage', 'CHEMICAL')",5
"('Hytrin', 'CHEMICAL')",1
"('Asacol', 'CHEMICAL')",1
"('Clonazepam', 'CHEMICAL')",2
"('Erythromycin', 'CHEMICAL')",3
"('oint', 'CHEMICAL')",1
"('Ipratropium bromide', 'CHEMICAL')",1
"('Mesalamine', 'CHEMICAL')",5
"('Montelukast sodium', 'CHEMICAL')",1
"('Montelukast Sodium', 'CHEMICAL')",1
"('Dextromethorphan-Guaifenesin 10-100 mg/5', 'CHEMICAL')",4
"('s/p NSTEMI', 'DISEASE')",1
"('5265', 'CHEMICAL')",1
"('Procainamide', 'CHEMICAL')",1
"('Niacin', 'CHEMICAL')",2
"('CML', 'DISEASE')",4
"('gleevec', 'CHEMICAL')",3
"('neupogen', 'CHEMICAL')",1
"('chronic myelogenous leukemia', 'DISEASE')",1
"('Gleevec', 'CHEMICAL')",7
"('quinidine', 'CHEMICAL')",1
"('Lumbar disc disease', 'DISEASE')",1
"('LV thrombus', 'DISEASE')",1
"('akinetic', 'DISEASE')",1
"('LV hypokinesis', 'DISEASE')",1
"('leukemia/lymphoma', 'DISEASE')",1
"('chronic renal disease', 'DISEASE')",1
"('CML', 'CHEMICAL')",1
"('Venlafaxine', 'CHEMICAL')",1
"('Fluvastatin', 'CHEMICAL')",1
"('Imatinib', 'CHEMICAL')",1
"('Tramadol', 'CHEMICAL')",5
"('allergies', 'DISEASE')",1
"('Denies cp/n/v/d/abd pain/urinary/bowel symptoms', 'DISEASE')",1
"('migraines', 'DISEASE')",1
"('ptsd', 'DISEASE')",1
"('fibromyalgia', 'DISEASE')",1
"('optic neuritis', 'DISEASE')",1
"('sexual abuse', 'DISEASE')",1
"('O2 FLOW-2', 'CHEMICAL')",1
"('Rhinocort', 'CHEMICAL')",2
"('Amoxicillin', 'CHEMICAL')",3
"('protonix', 'CHEMICAL')",9
"('famotidine', 'CHEMICAL')",2
"('respiratory alkalosis', 'DISEASE')",1
"('metabolic acidosis', 'DISEASE')",1
"('-prophylaxis', 'CHEMICAL')",1
"('celebrex', 'CHEMICAL')",1
"('Non-Aerosol', 'CHEMICAL')",2
"('Disp:*36 Tablet(s', 'DISEASE')",1
"('Sinusitis', 'DISEASE')",1
"('Gastroesophageal reflux disease', 'DISEASE')",1
"('stress disorder', 'DISEASE')",1
"('Legal blindness', 'DISEASE')",1
"('adenocarcioma', 'DISEASE')",1
"('troponins', 'CHEMICAL')",1
"('non-small cell lung cancer', 'DISEASE')",1
"('adenocarcinoma', 'DISEASE')",1
"('carboplatin', 'CHEMICAL')",1
"('paclitaxel', 'CHEMICAL')",1
"('CIA', 'DISEASE')",1
"('angioplasty', 'DISEASE')",1
"('lower extremity claudication', 'DISEASE')",1
"('S/p', 'DISEASE')",2
"('throat cancer', 'DISEASE')",1
"('coronary disease', 'DISEASE')",1
"('ALBUMIN-3.2', 'CHEMICAL')",1
"('scan/angio', 'CHEMICAL')",1
"('ischemic colitis', 'DISEASE')",1
"('Mirtazapine', 'CHEMICAL')",3
"('Nifedipine', 'CHEMICAL')",2
"('OxyContin', 'CHEMICAL')",2
"('Ondansetron', 'CHEMICAL')",2
"('Megestrol 400 mg/10', 'CHEMICAL')",1
"('Bacteremia', 'DISEASE')",1
"('Cancer', 'DISEASE')",1
"('bone pain', 'DISEASE')",2
"('Megace', 'CHEMICAL')",1
"('Megestrol', 'CHEMICAL')",1
"('Dobutamine', 'CHEMICAL')",1
"('Adenosine', 'CHEMICAL')",1
"('upper respiratory infection', 'DISEASE')",1
"('left shin cellulitis', 'DISEASE')",2
"('Restless leg syndrome', 'DISEASE')",2
"('O2 sat:95/RA', 'CHEMICAL')",1
"('venous stasis', 'DISEASE')",2
"('thrombosis', 'DISEASE')",2
"('Carotid Bruit', 'DISEASE')",1
"('ventricular outlow tract', 'DISEASE')",1
"('thoracic aorta', 'DISEASE')",1
"('thromboembolic', 'DISEASE')",2
"('hemorrhagic transformation', 'DISEASE')",1
"('ischemic disease', 'DISEASE')",1
"('chronic lacunar infarct', 'DISEASE')",1
"('distractibility', 'DISEASE')",1
"('hypo', 'DISEASE')",1
"('embolic stroke', 'DISEASE')",2
"('pravastatin', 'CHEMICAL')",2
"('potassium chloride', 'CHEMICAL')",1
"('bacitracin zinc', 'CHEMICAL')",1
"('q2h', 'CHEMICAL')",1
"('Humalog\n\n10 units premeal', 'CHEMICAL')",1
"('100-140 - 4 units', 'CHEMICAL')",1
"('citalopram', 'CHEMICAL')",2
"('TBD', 'CHEMICAL')",1
"('Coronary artery disease s/p Coronary artery bypass', 'DISEASE')",1
"('vasovagal', 'DISEASE')",1
"('rocephin', 'CHEMICAL')",1
"('gentamicin', 'CHEMICAL')",5
"('nafcillin', 'CHEMICAL')",1
"('VP', 'CHEMICAL')",2
"('hemangiomas', 'DISEASE')",1
"('Na K Cl HCO3', 'CHEMICAL')",1
"('Mg UricAcd', 'CHEMICAL')",1
"('Bioprosthetic aortic valve prosthesis', 'DISEASE')",1
"('AVR', 'DISEASE')",1
"('benzocaine', 'CHEMICAL')",1
"('bioprosthetic aortic valve prosthesis', 'DISEASE')",1
"('Trivial mitral regurgitation', 'DISEASE')",1
"('s/p AVR', 'DISEASE')",1
"('ventricular drainage', 'DISEASE')",1
"('oxacillin', 'CHEMICAL')",3
"('PA systolic hypertension', 'DISEASE')",1
"('Epi', 'CHEMICAL')",1
"('Vasopressin', 'CHEMICAL')",1
"('TEEs', 'DISEASE')",1
"('Caspofungin', 'CHEMICAL')",1
"('Lansoprazole', 'CHEMICAL')",1
"('Oxacillin Sodium', 'CHEMICAL')",1
"('Lispro', 'CHEMICAL')",1
"('MSSA endocarditis', 'DISEASE')",1
"('Aortic valve stenosis', 'DISEASE')",1
"('cardiac disease', 'DISEASE')",2
"('duodenal ulcer', 'DISEASE')",3
"('abdominal aortic aneursym', 'DISEASE')",1
"(""simvastatin 10'"", 'CHEMICAL')",1
"('ferrous', 'CHEMICAL')",1
"('deafness', 'DISEASE')",2
"('Aleve', 'CHEMICAL')",1
"('chronic diastolic heart failure', 'DISEASE')",1
"('Menorrhagia', 'DISEASE')",1
"('pleural\neffusions or pneumothorax', 'DISEASE')",1
"('angioedema', 'DISEASE')",1
"('antihistamines', 'CHEMICAL')",1
"('oral contraceptives', 'CHEMICAL')",1
"('chronic uterine bleeding', 'DISEASE')",1
"('Albuterol 2 puffs', 'CHEMICAL')",1
"('Penicillin', 'CHEMICAL')",2
"('throat', 'DISEASE')",4
"('anaphylaxis', 'DISEASE')",2
"('Allergy', 'CHEMICAL')",2
"('codeine', 'CHEMICAL')",1
"('Flovent HFA', 'CHEMICAL')",1
"('Angioedema', 'DISEASE')",1
"('ACE inhibitors', 'CHEMICAL')",1
"('angiotensin', 'CHEMICAL')",1
"('swelling of the lips', 'DISEASE')",1
"('9:00AM', 'CHEMICAL')",1
"('Fatigue', 'DISEASE')",1
"('nexium', 'CHEMICAL')",1
"('octreotide', 'CHEMICAL')",6
"('Variceal bleed', 'DISEASE')",1
"('DM c/b neuropathy', 'CHEMICAL')",1
"('INR(PT)-1.5', 'CHEMICAL')",1
"('abnormal vascularity', 'DISEASE')",1
"('HCC', 'DISEASE')",2
"('AVMs', 'DISEASE')",1
"('alcoholic cirrhosis', 'DISEASE')",1
"('nadolol', 'CHEMICAL')",5
"('folic', 'CHEMICAL')",1
"('nutritional deficits', 'DISEASE')",1
"('Nexium', 'CHEMICAL')",1
"('upper GI bleed', 'DISEASE')",1
"('acetominophen', 'CHEMICAL')",5
"('insulin', 'CHEMICAL')",2
"('3 bowel movements', 'CHEMICAL')",2
"('Nadolol', 'CHEMICAL')",3
"('AVM', 'DISEASE')",5
"('cirrhosis of the liver', 'DISEASE')",1
"('hepatocellular carcinoma', 'DISEASE')",2
"('Diabetes mellitus type II', 'DISEASE')",1
"('diet-controlled', 'DISEASE')",1
"('liver cancer', 'DISEASE')",1
"('naproxen', 'CHEMICAL')",2
"('abdominal infections', 'DISEASE')",1
"('somnolence', 'DISEASE')",2
"('watery', 'DISEASE')",2
"('erosions', 'DISEASE')",2
"('malabsorption of bile salts', 'DISEASE')",1
"('thyroxine', 'CHEMICAL')",1
"('ropinirole', 'CHEMICAL')",1
"('carbidopa', 'CHEMICAL')",1
"(""Parkinson's disease"", 'DISEASE')",2
"('DMII', 'CHEMICAL')",1
"('SBP=60s', 'DISEASE')",1
"('nonbloody diarrhea', 'DISEASE')",1
"('numb', 'DISEASE')",1
"('multinodular thyroid goiter', 'DISEASE')",1
"('Dz', 'CHEMICAL')",1
"('chest wall trauma', 'DISEASE')",1
"('LBP', 'DISEASE')",1
"('-- Microcytic anemia', 'DISEASE')",1
"('difficile colitis', 'DISEASE')",2
"('VANCOMYCIN------------', 'CHEMICAL')",1
"('Pylori', 'DISEASE')",3
"('watery diarrhea', 'DISEASE')",2
"('colesevelam', 'CHEMICAL')",1
"('Dyazide', 'CHEMICAL')",1
"('Amantidine', 'CHEMICAL')",2
"('disorder', 'DISEASE')",1
"(""Parkinson's patients secondary to a\ndisinhibtion of movement pathways during sleep. Did not feel it\nnecessary to perfomr EEG or further brain"", 'DISEASE')",1
"('ampicillin/ciprofloxacin', 'CHEMICAL')",1
"('strep', 'DISEASE')",1
"('Ropinirole', 'CHEMICAL')",3
"('Escitalopram', 'CHEMICAL')",3
"('Olmesartan', 'CHEMICAL')",1
"('Amantadine', 'CHEMICAL')",1
"('Colesevelam', 'CHEMICAL')",1
"('Guaifenesin', 'CHEMICAL')",5
"('diabetes mellitus', 'DISEASE')",3
"('Nausea', 'DISEASE')",1
"('Vomiting', 'DISEASE')",1
"('ALT-39', 'CHEMICAL')",1
"('K.', 'CHEMICAL')",2
"('both-bone forearm fracture', 'DISEASE')",4
"('Intramedullary nailing', 'DISEASE')",2
"('54-year-old', 'DISEASE')",2
"('bone loss', 'DISEASE')",2
"('bones forearm fracture', 'DISEASE')",2
"('acetabular fracture', 'DISEASE')",1
"('bone fracture', 'DISEASE')",1
"('delerium tremens', 'DISEASE')",1
"('muscle flap/split thickness', 'DISEASE')",1
"('VAC', 'CHEMICAL')",1
"('Labetalol', 'CHEMICAL')",1
"('dry', 'DISEASE')",1
"('chronic obstructive pulmonary\ndisease exacerbations', 'DISEASE')",1
"('Solu-Medrol', 'CHEMICAL')",2
"('fluconazole', 'CHEMICAL')",1
"('right shoulder pain', 'DISEASE')",1
"('Seizures', 'DISEASE')",1
"('Colon cancer', 'DISEASE')",1
"('Salmeterol', 'CHEMICAL')",2
"('multivitamin', 'CHEMICAL')",2
"('Colace', 'CHEMICAL')",2
"('Detrol', 'CHEMICAL')",2
"('decreased breath', 'DISEASE')",1
"('urea nitrogen', 'CHEMICAL')",1
"('chronic obstructive\npulmonary disease', 'DISEASE')",1
"('chronic\nobstructive pulmonary disease', 'DISEASE')",1
"('troches', 'CHEMICAL')",1
"('gastrointestinal prophylaxis', 'DISEASE')",1
"('Chronic obstructive pulmonary disease', 'DISEASE')",4
"('exacerbation/tracheobronchitis', 'DISEASE')",1
"('Vitamin D 400', 'CHEMICAL')",1
"('Ipratropium', 'CHEMICAL')",1
"('Sodium chloride', 'CHEMICAL')",1
"('gangrenous', 'DISEASE')",1
"('nonhealing', 'DISEASE')",1
"('hyperglycemia', 'DISEASE')",1
"('ischemic heart disease', 'DISEASE')",1
"('chronic obstructive pulmonary disease-inhalers', 'DISEASE')",1
"('Bell', 'CHEMICAL')",1
"('Denies ETOH', 'DISEASE')",1
"('RRR, systolic murmur', 'CHEMICAL')",1
"('Ct-225', 'DISEASE')",1
"('Hct-25.4', 'CHEMICAL')",1
"('NTG', 'CHEMICAL')",2
"('NTG', 'DISEASE')",1
"('spirolactone', 'CHEMICAL')",1
"('digoxin 50mcg', 'CHEMICAL')",1
"('Niaspan', 'CHEMICAL')",1
"('aerosols', 'CHEMICAL')",1
"('amoxicillin', 'CHEMICAL')",1
"('Fenofibrate', 'CHEMICAL')",1
"('heart diseases/p', 'DISEASE')",1
"('hyperlipdemia', 'DISEASE')",1
"('postoperative blood loss anemia', 'DISEASE')",1
"('postoperative CHF excerbation', 'DISEASE')",1
"('s/p mitral', 'DISEASE')",1
"('hydrocodone', 'CHEMICAL')",1
"('postoperative acute renal failure', 'DISEASE')",1
"('status\n\n', 'DISEASE')",1
"('bioprosthetic AVR', 'DISEASE')",1
"('s/p valvuloplasty', 'DISEASE')",1
"('atrial fibrillation/atrial flutter', 'DISEASE')",1
"('colon adenoCA s/p R colectomy [**3-8**]\n* Chronic indwelling foley with several UTIs', 'DISEASE')",1
"('Zenkers diverticulum', 'DISEASE')",1
"('thrombocytosis', 'DISEASE')",1
"('Anemia iron', 'DISEASE')",1
"('pulmonary asbestosis', 'DISEASE')",1
"('jejunal microperforation', 'DISEASE')",1
"('barium', 'CHEMICAL')",1
"('manic', 'DISEASE')",1
"('right inguinal hernia', 'DISEASE')",1
"('esophageal stenosis', 'DISEASE')",1
"('septicemia', 'DISEASE')",1
"('proteus mirabilis', 'DISEASE')",2
"('pan-sensitive', 'DISEASE')",1
"('pyuria', 'DISEASE')",2
"('meropenem/ciprofloxacin', 'CHEMICAL')",1
"('Hypernatremia', 'DISEASE')",2
"('hypernatremic', 'DISEASE')",2
"('Urinary retention', 'DISEASE')",1
"('proteus urosepsis', 'DISEASE')",1
"('loose stools', 'DISEASE')",1
"('fecal incontinence', 'DISEASE')",1
"('lactose', 'CHEMICAL')",1
"('donepezil', 'CHEMICAL')",1
"('pan-sensitive Proteus', 'DISEASE')",1
"('Orthostasis', 'DISEASE')",1
"('Hypocalcemia', 'DISEASE')",1
"('s/p aortic valve', 'DISEASE')",1
"('Vomiting coffe ground like stuff\n\n', 'DISEASE')",1
"('ITP', 'DISEASE')",4
"('tarry', 'DISEASE')",2
"('GI illness', 'DISEASE')",2
"('Advil', 'CHEMICAL')",5
"('Irritable Bowel Syndrome', 'DISEASE')",2
"('Migraine headaches', 'DISEASE')",2
"('hepatitis', 'DISEASE')",2
"('cerebral aneurysm', 'DISEASE')",1
"('hepatomegaly', 'DISEASE')",1
"('tarry bowel', 'DISEASE')",1
"('lightheadedness, shortness of breath', 'DISEASE')",1
"('GI or musculoskeletal pain', 'DISEASE')",1
"('esophageal perforation', 'DISEASE')",1
"('NASH', 'DISEASE')",1
"('Levsin', 'CHEMICAL')",1
"('Maxalt', 'CHEMICAL')",1
"('Rizatriptan', 'CHEMICAL')",1
"('Hydrocortisone', 'CHEMICAL')",1
"('hydrocortisone valerate', 'CHEMICAL')",1
"('Gastrointestinal Bleed', 'DISEASE')",1
"('metronidazole', 'CHEMICAL')",4
"('Ferritn-21 TRF-227\n\n', 'DISEASE')",1
"('left ventricular systolic dysfunction', 'DISEASE')",1
"('valve stenosis', 'DISEASE')",1
"('mitral stenosis', 'DISEASE')",2
"('left ventricular systolic\n', 'DISEASE')",1
"('Fe deficieny anemia', 'CHEMICAL')",1
"('memantine', 'CHEMICAL')",2
"('exelon', 'CHEMICAL')",1
"('paroxetine', 'CHEMICAL')",2
"('Fe gluconate', 'CHEMICAL')",1
"('rivastigmine', 'CHEMICAL')",1
"('Memantine', 'CHEMICAL')",1
"('Paroxetine HCl', 'CHEMICAL')",1
"('Quetiapine', 'CHEMICAL')",1
"('Rivastigmine', 'CHEMICAL')",1
"('hypernatremia', 'DISEASE')",2
"('fever/chills', 'DISEASE')",1
"('chronic obstructive pulmonary\ndisease', 'DISEASE')",1
"('left breast cancer', 'DISEASE')",2
"('vomiting was bilious', 'DISEASE')",1
"('chronic pulmonary embolism', 'DISEASE')",1
"('Diastolic dysfunction', 'DISEASE')",1
"('Esophageal cancer', 'DISEASE')",1
"('breast cancer', 'DISEASE')",2
"('Psoriasis', 'DISEASE')",2
"('Imodium', 'CHEMICAL')",1
"('Verapamil', 'CHEMICAL')",3
"('Fragmin', 'CHEMICAL')",1
"('Clostridium difficile', 'DISEASE')",2
"('gastroenteritis', 'DISEASE')",1
"('chronic obstructive pulmonary\ndisease flare as she was quite wheezy', 'DISEASE')",1
"('oropharyngeal dysphagia', 'DISEASE')",1
"('thoracic aortic aneurysm', 'DISEASE')",1
"('aortic atherosclerotic disease', 'DISEASE')",1
"('Gastrointestinal bleed', 'DISEASE')",1
"('Gastroenteritis', 'DISEASE')",1
"('upper GI tract', 'DISEASE')",1
"('Nonhealing LLE', 'DISEASE')",1
"('diabetic ulcer', 'DISEASE')",1
"('DM-2', 'DISEASE')",1
"('Peripheral neuropathy', 'DISEASE')",1
"('Nephropathy', 'DISEASE')",1
"('diabetic nephropathy', 'DISEASE')",1
"('CHF diastolic dysfunction', 'DISEASE')",1
"('Chronic venous stasis', 'DISEASE')",1
"('inferior reversible wall defect', 'DISEASE')",1
"('NABS', 'DISEASE')",1
"('AST(SGOT)-28', 'CHEMICAL')",1
"('TYPE-ART TEMP-40.4 PO2', 'DISEASE')",1
"('POLYCHROM-OCCASIONAL', 'CHEMICAL')",1
"('WBC-7.4', 'CHEMICAL')",1
"('Ct-198', 'CHEMICAL')",1
"('RDW-16.2', 'DISEASE')",1
"('HD 1([**4-5**])', 'CHEMICAL')",1
"('CHF-', 'CHEMICAL')",2
"('steroid dependence-solumedrol', 'CHEMICAL')",1
"('collapse/consolidation', 'DISEASE')",1
"('HD 3', 'CHEMICAL')",1
"('upper extremity edema', 'DISEASE')",1
"('Atrophy', 'DISEASE')",1
"('Erosions', 'DISEASE')",2
"('Right bundle-branch block', 'DISEASE')",2
"('ventricular premature beats', 'DISEASE')",1
"('HD 9', 'CHEMICAL')",1
"('Epinephrine', 'CHEMICAL')",1
"('Active GI bleeding', 'DISEASE')",1
"('gland hyperplasia', 'DISEASE')",1
"('HD 10 ([**4-14**])', 'CHEMICAL')",1
"('10units', 'CHEMICAL')",1
"('bibasilar atelectasis', 'DISEASE')",1
"('left renal cyst', 'DISEASE')",1
"('osteopenia', 'DISEASE')",2
"('docusate', 'CHEMICAL')",2
"('Sulfonamide', 'CHEMICAL')",1
"('bacterial vaginosis', 'DISEASE')",1
"('chlamydia', 'DISEASE')",1
"('phenergan', 'CHEMICAL')",1
"('zofran', 'CHEMICAL')",2
"('RLQ', 'DISEASE')",1
"('crampy', 'DISEASE')",1
"('primary complaint', 'DISEASE')",1
"('loose', 'CHEMICAL')",1
"('hypoactive BS', 'DISEASE')",1
"('adnexal tenderness', 'DISEASE')",1
"('Liver hypodensities', 'DISEASE')",1
"('right adnexal cystic lesion', 'DISEASE')",1
"('decreased bowel movements', 'DISEASE')",1
"('bladder infections', 'DISEASE')",1
"('Singulair', 'CHEMICAL')",1
"('Disp:*56 Capsule(s', 'DISEASE')",1
"('Montelukast', 'CHEMICAL')",3
"('Clostridium difficile colitis', 'DISEASE')",1
"('penicillin', 'CHEMICAL')",1
"('Upper GI bleed', 'DISEASE')",3
"('w/ EtOH cirrhosis', 'CHEMICAL')",1
"('esophageal and gastric ulcers', 'DISEASE')",1
"('vitamin', 'CHEMICAL')",1
"('vitamin K.', 'CHEMICAL')",1
"('HTN gastropathy', 'DISEASE')",1
"('body/fundus', 'DISEASE')",1
"('polyp', 'DISEASE')",3
"('Hemochromatosis', 'DISEASE')",1
"('Peripheral vascular disease', 'DISEASE')",2
"('angiomas', 'DISEASE')",1
"('AlkPhos-112', 'CHEMICAL')",1
"('LD(LDH)-193', 'CHEMICAL')",1
"('microvascular\n\ndisease', 'DISEASE')",1
"('w/ EtOH', 'CHEMICAL')",1
"('toxic/metabolic', 'DISEASE')",1
"('EtOH w/d', 'CHEMICAL')",1
"('telangiectasia of R cardia', 'DISEASE')",1
"('post-variceal bleed', 'DISEASE')",1
"('hepatorenal syndrome', 'DISEASE')",1
"('Alcoholism', 'CHEMICAL')",1
"('-PCP', 'CHEMICAL')",2
"('Trental', 'CHEMICAL')",2
"('Sucralfate', 'CHEMICAL')",3
"('sucralfate', 'CHEMICAL')",2
"('thiamine HCl', 'CHEMICAL')",1
"('Upper gastrointestinal bleed', 'DISEASE')",1
"('Alcoholic cirrhosis', 'DISEASE')",1
"('vomiting blood', 'DISEASE')",1
"('-chest pain', 'DISEASE')",1
"('-increased', 'CHEMICAL')",1
"('Folic acid', 'CHEMICAL')",1
"('Thiamine', 'CHEMICAL')",1
"('WAY', 'CHEMICAL')",1
"('stoke', 'DISEASE')",1
"('obesity', 'DISEASE')",1
"('prostate\ncancer status post resection', 'DISEASE')",1
"('slurred speech and right hand weakness', 'DISEASE')",1
"('intermittent dysarthria', 'DISEASE')",1
"('right hand weakness', 'DISEASE')",1
"('diplopia', 'DISEASE')",3
"('gait unsteadiness', 'DISEASE')",1
"('lacunar stroke', 'DISEASE')",1
"('occlusion of the right', 'DISEASE')",1
"('Obesity', 'DISEASE')",2
"('extraocular movements', 'DISEASE')",2
"('D    B    T', 'CHEMICAL')",1
"('DF', 'CHEMICAL')",1
"('Romberg', 'DISEASE')",1
"('left middle cerebral arterial', 'DISEASE')",1
"('MCA', 'CHEMICAL')",2
"('occlusion of the right ICA', 'DISEASE')",1
"('ICA', 'CHEMICAL')",1
"('Aggrenox', 'CHEMICAL')",2
"('ASA/Plavix', 'CHEMICAL')",1
"('TG', 'DISEASE')",1
"('BRBPR', 'CHEMICAL')",1
"('aggrenox', 'CHEMICAL')",1
"('multiple AVM', 'DISEASE')",1
"('renal insufficency', 'DISEASE')",1
"('left ankle pain', 'DISEASE')",1
"('Alphagan', 'CHEMICAL')",1
"('Lumigan', 'CHEMICAL')",1
"('Vicodin', 'CHEMICAL')",1
"('Stenosis', 'DISEASE')",1
"('Gastrointestinal Bleeding', 'DISEASE')",1
"('strokes', 'DISEASE')",1
"('palpitations, sweating,', 'DISEASE')",1
"('Stroke', 'DISEASE')",1
"('URI', 'DISEASE')",3
"('diabetes of the young', 'DISEASE')",1
"(""Gitelman's syndrome"", 'DISEASE')",5
"('high-potassium', 'CHEMICAL')",1
"('kidney disease', 'DISEASE')",1
"('neuropathy', 'DISEASE')",3
"('cancer, cardiac problems', 'DISEASE')",1
"('Hct-42.7', 'DISEASE')",1
"('glargine', 'CHEMICAL')",4
"('subsquently', 'CHEMICAL')",1
"('Hematemesis', 'DISEASE')",1
"('vomitting', 'DISEASE')",1
"('Neuropathy', 'DISEASE')",2
"('baclofen', 'CHEMICAL')",6
"('Renal disease', 'DISEASE')",1
"('humalog', 'CHEMICAL')",1
"('N.H.', 'DISEASE')",1
"('Diabetic ketoacidosis', 'DISEASE')",1
"('Troponin leak', 'DISEASE')",1
"('heart muscle', 'DISEASE')",1
"('DID', 'CHEMICAL')",1
"('cholesterol', 'CHEMICAL')",3
"('vomiting blood or abdominal pain', 'DISEASE')",1
"('Lantus', 'CHEMICAL')",1
"('Baclofen', 'CHEMICAL')",6
"('vitamin\nD, ergocalciferol', 'CHEMICAL')",1
"('caffeine', 'CHEMICAL')",1
"('achalasia', 'DISEASE')",5
"('enemas', 'CHEMICAL')",3
"('pituitary adenoma', 'DISEASE')",2
"('verterbral compression', 'DISEASE')",1
"('H/o achalasia', 'DISEASE')",1
"('peptic stricture', 'DISEASE')",2
"('EG', 'CHEMICAL')",1
"('Sinus tachy', 'DISEASE')",1
"('NG trauma', 'CHEMICAL')",1
"('QID sucralfate', 'CHEMICAL')",1
"('[**Hospital1 **] PPI', 'CHEMICAL')",1
"('hyponatremic', 'DISEASE')",1
"('s/p GIB', 'DISEASE')",1
"('Ergocalciferol', 'CHEMICAL')",1
"('Vitamin D2', 'CHEMICAL')",1
"('Dolasetron Mesylate', 'CHEMICAL')",1
"('Pituitary adenoma', 'DISEASE')",1
"('Achalasia', 'DISEASE')",1
"('fainting', 'DISEASE')",1
"('dyspneic', 'DISEASE')",3
"('anti-coagulate', 'CHEMICAL')",1
"('moxifloxacin 400', 'CHEMICAL')",1
"('ASA allergy', 'CHEMICAL')",1
"('cramping', 'DISEASE')",1
"('pains', 'DISEASE')",1
"('hemoptysis', 'DISEASE')",1
"('Temporal arteritis', 'DISEASE')",3
"('DVT/PE', 'DISEASE')",1
"('left anterior hemiblock', 'DISEASE')",1
"('three-vessel disease', 'DISEASE')",1
"('left main disease', 'DISEASE')",1
"('acute heart failure', 'DISEASE')",1
"('aspirin allergy', 'CHEMICAL')",1
"('RCA occlusion', 'DISEASE')",1
"('euvolemia', 'DISEASE')",1
"('pulmonary embolisms', 'DISEASE')",1
"('Uncertain', 'DISEASE')",2
"('enoxaparin', 'CHEMICAL')",3
"('thrombophilia', 'DISEASE')",1
"('Microcytic Anemia', 'DISEASE')",1
"('viral illness', 'DISEASE')",1
"('adenomas', 'DISEASE')",1
"('COPD vs. renal cell carcinoma', 'DISEASE')",1
"('abnormal myeloid maturation', 'DISEASE')",1
"('lymphoproliferative disorder', 'DISEASE')",1
"('hypercalcemia', 'DISEASE')",1
