Entity,Label,Count
"('mottled skin', 'ENTITY')",1
"('Hgb 9', 'ENTITY')",1
"('nebulized', 'ENTITY')",1
"('EMS\n', 'ENTITY')",1
"('no bands', 'ENTITY')",1
"('RLL/RML infiltrate', 'ENTITY')",1
"('metronidazole', 'ENTITY')",3
"('melenotic stools', 'ENTITY')",2
"('Rectal exam', 'ENTITY')",1
"('brown\nguaiac-positive stool', 'ENTITY')",1
"('ICU admission', 'ENTITY')",1
"('Elderly woman', 'ENTITY')",1
"('tired-looking', 'ENTITY')",1
"('sclera anicteric', 'ENTITY')",1
"('poor dentition\nNECK', 'ENTITY')",1
"('carotid pulses brisk', 'ENTITY')",1
"('no bruits', 'ENTITY')",1
"('cervical\nlymphadenopathy', 'ENTITY')",1
"('reg rate', 'ENTITY')",1
"('pansystolic', 'ENTITY')",1
"('No jaundice', 'ENTITY')",1
"('gross dermatitis', 'ENTITY')",1
"('No ecchymoses', 'ENTITY')",1
"('11:00PM BLOOD WBC-12.1* RBC-2.74* Hgb-7.9*', 'ENTITY')",1
"('Hct-25.8*\nMCV-94 MCH-28.7 MCHC-30.5* RDW-15.0', 'ENTITY')",1
"('11:00PM BLOOD Neuts-90.6* Lymphs-6.5* Monos-2.5', 'ENTITY')",1
"('11:00PM BLOOD PT-14.1* PTT-31.8 INR(PT)-1.2*\n[**2150', 'ENTITY')",1
"('11:00PM', 'ENTITY')",3
"('Glucose-223* UreaN-36* Creat-1.0 Na-142\nK-3.9 Cl-105', 'ENTITY')",1
"('AnGap-18\n[**2150', 'ENTITY')",1
"('11:00PM BLOOD CK(CPK)-70\n[**2150', 'ENTITY')",1
"('04:33AM', 'ENTITY')",1
"('focal hypokinesis', 'ENTITY')",1
"('distal septum', 'ENTITY')",1
"('distal\nanterior wall', 'ENTITY')",1
"('left ventricular systolic\nfunction', 'ENTITY')",1
"('mildly depressed', 'ENTITY')",1
"('contract', 'ENTITY')",1
"('thickened/deformed', 'ENTITY')",1
"('aortic\nvalve stenosis', 'ENTITY')",1
"('pulmonary artery systolic\nhypertension', 'ENTITY')",1
"('Mild functional', 'ENTITY')",1
"('annular\ncalcification', 'ENTITY')",1
"('Mild regional', 'ENTITY')",1
"('h/o dementia', 'ENTITY')",1
"('RLL/RML pneumonia', 'ENTITY')",1
"('Healthcare', 'ENTITY')",1
"('dipped down', 'ENTITY')",1
"('mid 20s', 'ENTITY')",1
"('deficieny', 'ENTITY')",1
"('DNR/DNI\n', 'ENTITY')",4
"('EGD/colonoscopy', 'ENTITY')",1
"('memantine', 'ENTITY')",1
"('exelon', 'ENTITY')",1
"('paroxetine', 'ENTITY')",2
"('rehab\n', 'ENTITY')",1
"('gluconate', 'ENTITY')",2
"('rivastigmine', 'ENTITY')",1
"('Memantine', 'ENTITY')",1
"('Paroxetine', 'ENTITY')",1
"('Rivastigmine', 'ENTITY')",1
"('Tablets\nPO DAILY', 'ENTITY')",1
"('Hct preiodically', 'ENTITY')",1
"('rehab physician', 'ENTITY')",1
"('free water', 'ENTITY')",1
"('hypernatremia', 'ENTITY')",1
"('fever/chills', 'ENTITY')",1
"('signs/symptoms', 'ENTITY')",1
"('by:[**2150', 'ENTITY')",1
"('refractory', 'ENTITY')",1
"('medical therapy', 'ENTITY')",1
"('ablated', 'ENTITY')",1
"('left breast cancer', 'ENTITY')",2
"('[**Hospital6 32395**] Home', 'ENTITY')",1
"('bilious', 'ENTITY')",2
"('Medical Intensive Care Unit', 'ENTITY')",1
"('Chronic obstructive pulmonary disease', 'ENTITY')",3
"('home oxygen', 'ENTITY')",1
"('Chronic pulmonary nodules', 'ENTITY')",1
"('chronic pulmonary embolism', 'ENTITY')",1
"('Diastolic dysfunction', 'ENTITY')",1
"('atrioventricular junction ablation', 'ENTITY')",1
"('placement\n', 'ENTITY')",1
"('Normal thyroid function', 'ENTITY')",1
"('trace mitral regurgitation', 'ENTITY')",1
"('Esophageal cancer', 'ENTITY')",1
"('status post resection', 'ENTITY')",1
"('Left breast cancer', 'ENTITY')",1
"('status post mastectomy', 'ENTITY')",1
"('Status post right ankle fusion', 'ENTITY')",1
"('Status post mastectomy', 'ENTITY')",1
"('Trusta', 'ENTITY')",1
"('Imodium 2', 'ENTITY')",1
"('Toprol XL 200', 'ENTITY')",1
"('Verapamil', 'ENTITY')",2
"('Fragmin', 'ENTITY')",1
"('subcutaneously', 'ENTITY')",1
"('Lives', 'ENTITY')",2
"('Chelsae', 'ENTITY')",1
"('Leespoint Nursing Center', 'ENTITY')",1
"('alcohol\n', 'ENTITY')",1
"('ill-appearing', 'ENTITY')",1
"('dry mucous\nmembranes', 'ENTITY')",1
"('heartrate', 'ENTITY')",1
"('coarse', 'ENTITY')",1
"('bilateral crackles', 'ENTITY')",1
"('upper chest', 'ENTITY')",1
"('neurological examination', 'ENTITY')",1
"('cranial\nnerves', 'ENTITY')",1
"('Laboratory', 'ENTITY')",2
"('data', 'ENTITY')",2
"('Platelet count', 'ENTITY')",1
"('chloride 87', 'ENTITY')",1
"('urinalysis', 'ENTITY')",2
"('Clostridium difficile', 'ENTITY')",3
"('gastroenteritis', 'ENTITY')",1
"('guaiac', 'ENTITY')",1
"('respiratory', 'ENTITY')",1
"('quite wheezy', 'ENTITY')",1
"('oropharyngeal', 'ENTITY')",1
"('bolus control', 'ENTITY')",1
"('formation', 'ENTITY')",1
"('thin liquids', 'ENTITY')",1
"('liquid', 'ENTITY')",2
"('ground solid diet', 'ENTITY')",1
"('purees', 'ENTITY')",1
"('chin', 'ENTITY')",1
"('middle', 'ENTITY')",1
"('meal', 'ENTITY')",2
"('esophagogastroduodenoscopy', 'ENTITY')",3
"('thoracic aortic aneurysm', 'ENTITY')",1
"('solitary rectal ulcers', 'ENTITY')",2
"('acute bleeding', 'ENTITY')",1
"('Cold forceps biopsies', 'ENTITY')",1
"('gastroenterologist\n', 'ENTITY')",1
"('biopsies', 'ENTITY')",2
"('holding anticoagulation', 'ENTITY')",1
"('computerized tomographic\nangiogram', 'ENTITY')",1
"('thoracic aortic\naneurysm', 'ENTITY')",1
"('esophagectomy', 'ENTITY')",1
"('stomach\nlay', 'ENTITY')",1
"('thoracic cavity', 'ENTITY')",1
"('Incidental', 'ENTITY')",1
"('arterial enhancement', 'ENTITY')",1
"('caudate lobe', 'ENTITY')",1
"('vascular shunt', 'ENTITY')",1
"('magnetic resonance imaging scan', 'ENTITY')",1
"('clinical symptoms', 'ENTITY')",1
"('exacerbation\n2', 'ENTITY')",1
"('Congestive', 'ENTITY')",1
"('placement\n4', 'ENTITY')",1
"('Gastrointestinal bleed', 'ENTITY')",1
"('Gastroenteritis\n6', 'ENTITY')",1
"('Albuterol/Atrovent', 'ENTITY')",1
"('INSTRUCTIONS', 'ENTITY')",1
"('ultrasound\nof liver', 'ENTITY')",1
"('aspiration diet', 'ENTITY')",1
"('Dictated By:[**Dictator Info **]\nMEDQUIST36', 'ENTITY')",1
"('bleeding duodenal ulcer', 'ENTITY')",2
"('Antrectomy', 'ENTITY')",2
"('Loop gastrojejunostomy', 'ENTITY')",2
"('left-sided chest tube', 'ENTITY')",1
"('Primary repair', 'ENTITY')",1
"('left forearm', 'ENTITY')",1
"('tagged red blood cell', 'ENTITY')",1
"('adherent', 'ENTITY')",1
"('medial wall', 'ENTITY')",2
"('bulb', 'ENTITY')",2
"('proximity', 'ENTITY')",1
"('ampulla', 'ENTITY')",2
"('injected', 'ENTITY')",1
"('Today', 'ENTITY')",1
"('surgical service', 'ENTITY')",1
"('unstable', 'ENTITY')",1
"('surgery service', 'ENTITY')",1
"('Surgical house', 'ENTITY')",1
"('operation', 'ENTITY')",2
"('interventional radiology\n', 'ENTITY')",1
"('Asthma\n', 'ENTITY')",1
"('S/p enterococcus urosepsis', 'ENTITY')",1
"('c/b hypotension', 'ENTITY')",1
"('LLE diabetic ulcer', 'ENTITY')",1
"('DM-2', 'ENTITY')",1
"('Peripheral neuropathy', 'ENTITY')",1
"('burning pain\nNephropathy\n', 'ENTITY')",1
"('CRI', 'ENTITY')",3
"('diabetic nephropathy', 'ENTITY')",1
"('Cr 1', 'ENTITY')",1
"('CHF diastolic dysfunction\nEcho ([**12-3**]', 'ENTITY')",1
"('WMA', 'ENTITY')",1
"('Chronic venous stasis', 'ENTITY')",1
"('PMIBI', 'ENTITY')",1
"('Hx of pneumonia', 'ENTITY')",1
"('assistated', 'ENTITY')",1
"('L>R', 'ENTITY')",1
"('soft TTP', 'ENTITY')",1
"('HSM\nno edema', 'ENTITY')",1
"('wrapped with dressing c/d/i\n\n', 'ENTITY')",1
"('09:57PM', 'ENTITY')",2
"('CK(CPK)-25*\n[**2145-4-5**]', 'ENTITY')",1
"('CK-MB-NotDone cTropnT-0.04*\n[**2145-4-5**] 01:00PM', 'ENTITY')",1
"('GLUCOSE-227* UREA N-29* CREAT-1.4*', 'ENTITY')",1
"('SODIUM-141\nPOTASSIUM-5.8* CHLORIDE-112*', 'ENTITY')",1
"('* ANION GAP-15\n[**2145-4-5**] 01:00PM', 'ENTITY')",1
"('ALT(SGPT)-24', 'ENTITY')",1
"('AST(SGOT)-28', 'ENTITY')",1
"('LD(LDH)-311* ALK\nPHOS-88', 'ENTITY')",1
"('LIPASE-15\n[**2145', 'ENTITY')",1
"('WBC-10.4 RBC-3.42* HGB-10.3* HCT-32.5* MCV-95', 'ENTITY')",1
"('RDW-17.6*\n[**2145-4-5**] 01:00PM', 'ENTITY')",1
"('NEUTS-81', 'ENTITY')",1
"('BANDS-17', 'ENTITY')",1
"('LYMPHS-1* MONOS-1* EOS-0\n', 'ENTITY')",1
"('MYELOS-0\n[**2145', 'ENTITY')",2
"('HYPOCHROM-2+', 'ENTITY')",1
"('POIKILOCY-OCCASIONAL\n', 'ENTITY')",1
"('MICROCYT-NORMAL POLYCHROM-NORMAL\n[**2145-4-5**] 01:00PM', 'ENTITY')",1
"('COUNT-151\n[**2145-4-5**]', 'ENTITY')",1
"('08:40AM', 'ENTITY')",3
"('GLUCOSE-262*\n[**2145-4-5**]', 'ENTITY')",1
"('cTropnT-0.03*\n[**2145-4-5**] 02:37AM', 'ENTITY')",1
"('TEMP-40.4', 'ENTITY')",1
"('PH-7.34*\n', 'ENTITY')",1
"('COLOR-Straw', 'ENTITY')",1
"('BLOOD-NEG NITRITE-NEG', 'ENTITY')",2
"('PROTEIN-NEG\nGLUCOSE-NEG KETONE-NEG BILIRUBIN-NEG UROBILNGN-NEG PH-5.0\nLEUK-TR\n[**2145', 'ENTITY')",1
"('RBC-1', 'ENTITY')",1
"('WBC-[**4-3**]', 'ENTITY')",1
"('BACTERIA-RARE', 'ENTITY')",1
"('HYALINE-1*\n[**2145-4-5**] 02:25AM', 'ENTITY')",1
"('cTropnT-0.04*\n[**2145-4-5**]', 'ENTITY')",1
"('02:23AM', 'ENTITY')",6
"('GLUCOSE-126* UREA N-25* CREAT-1.2', 'ENTITY')",1
"('SODIUM-141\nPOTASSIUM-4.9 CHLORIDE-112* TOTAL', 'ENTITY')",1
"('* ANION GAP-16\n[**2145', 'ENTITY')",1
"('CK-MB-NotDone\n[**2145-4-5**]', 'ENTITY')",1
"('CALCIUM-8.4', 'ENTITY')",1
"('PHOSPHATE-3.4 MAGNESIUM-1.6\n[**2145', 'ENTITY')",1
"('WBC-9.7 RBC-3.87* HGB-11.9*', 'ENTITY')",1
"('HCT-36.4*', 'ENTITY')",1
"('MCV-94 MCH-30.8', 'ENTITY')",2
"('MCHC-32.8 RDW-18.1*\n[**2145-4-5**] 02:23AM', 'ENTITY')",1
"('NEUTS-80', 'ENTITY')",1
"('MONOS-3', 'ENTITY')",1
"('BASOS-0', 'ENTITY')",1
"('METAS-2*', 'ENTITY')",1
"('POIKILOCY-1+\n', 'ENTITY')",1
"('MICROCYT-NORMAL', 'ENTITY')",1
"('COUNT-180\n[**2145-4-5**] 02:23AM   ', 'ENTITY')",1
"('PT-12.9 PTT-26.3 INR(PT)-1.0\n[**2145-4-5**] 02:16AM   LACTATE-1.7', 'ENTITY')",1
"('Hct-36.4*', 'ENTITY')",1
"('MCHC-32.8 RDW-18.1* Plt Ct-180\n[**2145-4-5**] 01:00PM BLOOD', 'ENTITY')",1
"('Hgb-10.3* Hct-32.5*\nMCV-95', 'ENTITY')",1
"('MCH-30.1', 'ENTITY')",1
"('RDW-17.6* Plt Ct-151\n[**2145-4-6**] 06:01AM', 'ENTITY')",1
"('RBC-2.76* Hgb-8.3* Hct-26.3*\nMCV-95', 'ENTITY')",1
"('BLOOD Hct-28.7*\n[**2145', 'ENTITY')",1
"('RBC-2.49* Hgb-7.4* Hct-23.7*\nMCV-95', 'ENTITY')",1
"('MCH-29.8', 'ENTITY')",2
"('RDW-17.8*', 'ENTITY')",1
"('11:46PM BLOOD Hct-28.0*\n[**2145-4-8**] 03:31AM BLOOD', 'ENTITY')",1
"('Hgb-9.2* Hct-28.2*\nMCV-91', 'ENTITY')",1
"('WBC-8.4 RBC-2.96* Hgb-9.0* Hct-27.1*\nMCV-92', 'ENTITY')",1
"('MCHC-33.1', 'ENTITY')",1
"('RDW-17.7* Plt Ct-199\n[**2145-4-8**] 01:51PM BLOOD Hct-24.0*\n[**2145-4-9**] 06:51AM', 'ENTITY')",1
"('WBC-7.6 RBC-3.71*', 'ENTITY')",1
"('Hgb-11.0* Hct-32.9*', 'ENTITY')",1
"('BLOOD Hct-32.5*\n[**2145', 'ENTITY')",1
"('BLOOD WBC-9.0 RBC-3.70* Hgb-10.9* Hct-32.7*\nMCV-88 MCH-29.5 MCHC-33.4 RDW-17.3*', 'ENTITY')",1
"('BLOOD Hct-31.3*\n[**2145', 'ENTITY')",2
"('MCHC-33.7 RDW-17.4* Plt Ct-150\n[**2145-4-11**] 11:30PM BLOOD Hct-29.3*\n[**2145-4-12**] 02:31AM BLOOD Hct-25.8*\n[**2145-4-12**] 04:37AM BLOOD', 'ENTITY')",1
"('Hct-32.8*\n[**2145-4-12**]', 'ENTITY')",1
"('05:12PM', 'ENTITY')",1
"('Hct-32.9*\n[**2145-4-12**]', 'ENTITY')",1
"('BLOOD Hct-28.9*\n[**2145-4-13**]', 'ENTITY')",1
"('WBC-18.9* RBC-3.59* Hgb-11.0* Hct-30.6*\nMCV-85 MCH-30.6 MCHC-35.8* RDW-17.3* Plt Ct-130*\n[**2145-4-13**] 08:09AM BLOOD Hct-30.1*\n[**2145-4-13**] 12:04PM BLOOD WBC-19.1* RBC-3.63* Hgb-11.2* Hct-30.2*\nMCV-83 MCH-30.8 MCHC-37.0* RDW-15.8* Plt Ct-75*\n[**2145-4-13**] 03:07PM BLOOD Hct-20.6*#\n[**2145-4-13**] 05:04PM BLOOD Hct-13.2*#\n[**2145-4-13**] 06:36PM BLOOD Hct-24.5*#\n[**2145-4-13**] 11:00PM BLOOD Hct-25.9* Plt Ct-71*\n[**2145-4-14**] 01:57AM BLOOD WBC-12.7* RBC-3.90* Hgb-11.3* Hct-32.8*', 'ENTITY')",1
"('RDW-15.1', 'ENTITY')",1
"('Plt Ct-68*\n[**2145-4-14**] 05:49AM BLOOD WBC-13.4* RBC-2.91*', 'ENTITY')",1
"('Hgb-8.4*', 'ENTITY')",1
"('Hct-24.1*', 'ENTITY')",1
"('MCH-28.7', 'ENTITY')",1
"('MCHC-34.6 RDW-15.3 Plt Ct-69*\n[**2145-4-14**] 11:00AM BLOOD Hct-30.9*', 'ENTITY')",1
"('03:41PM', 'ENTITY')",1
"('BLOOD Hct-25.8*\n[**2145', 'ENTITY')",1
"('MCHC-35.5* RDW-15.8*', 'ENTITY')",1
"('10:00AM', 'ENTITY')",1
"('WBC-18.9* RBC-4.33*# Hgb-12.6*# Hct-36.3*\n', 'ENTITY')",1
"('MCH-29.2 MCHC-34.8 RDW-16.3* Plt Ct-113*\n[**2145', 'ENTITY')",1
"('05:15PM', 'ENTITY')",1
"('BLOOD Hct-35.1*\n[**2145', 'ENTITY')",1
"('BLOOD WBC-14.5* RBC-4.20* Hgb-12.2* Hct-36.1*\n', 'ENTITY')",1
"('03:37AM', 'ENTITY')",1
"('WBC-16.5* RBC-4.51* Hgb-13.1* Hct-39.3*\nMCV-87', 'ENTITY')",1
"('MCHC-33.4 RDW-16.8* Plt Ct-115*\n[**2145', 'ENTITY')",1
"('WBC-15.6* RBC-4.22* Hgb-12.5* Hct-37.4*\nMCV-89 MCH-29.7', 'ENTITY')",1
"('MCHC-33.5 RDW-16.9* Plt Ct-117*\n[**2145-4-18**] 10:48AM BLOOD WBC-14.8* RBC-4.10* Hgb-12.3* Hct-36.2*\nMCV-88', 'ENTITY')",1
"('RDW-17.0* Plt Ct-108*\n[**2145-4-18**] 03:49PM BLOOD WBC-14.8* RBC-4.33* Hgb-12.9* Hct-38.4*\nMCV-89 MCH-29.7', 'ENTITY')",1
"('MCHC-33.5 RDW-16.9* Plt Ct-102*\n[**2145-4-19**] 02:53AM BLOOD WBC-15.4* RBC-4.28* Hgb-12.9* Hct-38.4*\n', 'ENTITY')",1
"('MCHC-33.5 RDW-16.9* Plt Ct-114*\n[**2145', 'ENTITY')",1
"('BLOOD WBC-15.5*', 'ENTITY')",1
"('MCHC-33.3 RDW-16.9*', 'ENTITY')",1
"('Plt Ct-114*\n[**2145-4', 'ENTITY')",1
"('WBC-14.6* RBC-4.10* Hgb-12.2* Hct-37.6*\nMCV-92', 'ENTITY')",1
"('MCH-29.8 MCHC-32.5 RDW-16.8* Plt Ct-114*\n[**2145-4-21**] 01:47AM BLOOD WBC-14.8* RBC-4.19* Hgb-12.7* Hct-37.6*\n', 'ENTITY')",1
"('05:48PM BLOOD Hct-38.4*\n[**2145-4-22**] 02:22AM BLOOD WBC-14.5* RBC-3.88* Hgb-11.4* Hct-34.8*\n', 'ENTITY')",1
"('Plt Ct-125*\n[**2145', 'ENTITY')",1
"('03:17AM', 'ENTITY')",1
"('BLOOD WBC-14.9* RBC-3.10* Hgb-9.1* Hct-27.7*\nMCV-89', 'ENTITY')",1
"('MCHC-33.0 RDW-16.8* Plt Ct-135*\n[**2145-4-23**]', 'ENTITY')",1
"('BLOOD Hct-31.0*\n[**2145', 'ENTITY')",1
"('MCHC-33.5 RDW-16.6* Plt Ct-161\n[**2145-4', 'ENTITY')",1
"('Hct-27.6*\n[**2145', 'ENTITY')",1
"('Hgb-8.0* Hct-25.0*\n', 'ENTITY')",1
"('MCH-28.9 MCHC-32.1 RDW-16.3* Plt Ct-146*\n[**2145', 'ENTITY')",1
"('RBC-3.08*', 'ENTITY')",1
"('MCHC-33.2', 'ENTITY')",1
"('RDW-15.9* Plt Ct-130*\n[**2145-4', 'ENTITY')",1
"('04:14AM', 'ENTITY')",1
"('WBC-12.2* RBC-2.93* Hgb-8.8* Hct-26.5*\nMCV-90', 'ENTITY')",1
"('MCH-30.0', 'ENTITY')",1
"('MCHC-33.2 RDW-16.1* Plt Ct-128*\n[**2145', 'ENTITY')",1
"('WBC-9.7 RBC-2.89* Hgb-8.6* Hct-26.7*\nMCV-92', 'ENTITY')",1
"('MCHC-32.3 RDW-16.2*', 'ENTITY')",1
"('WBC-9.5 RBC-2.88* Hgb-8.6* Hct-26.9*\nMCV-93', 'ENTITY')",1
"('Plt Ct-151\n[**2145', 'ENTITY')",1
"('BLOOD WBC-11.7* RBC-3.03* Hgb-9.1* Hct-28.0*\n', 'ENTITY')",1
"('RDW-15.9* Plt Ct-198\n[**2145-4-28**] 12:00PM BLOOD Hct-28.3*\n[**2145-4-29**] 02:53AM BLOOD WBC-12.3* RBC-3.37* Hgb-10.1* Hct-31.8*\nMCV-94 MCH-29.8 MCHC-31.6 RDW-16.2* Plt Ct-185\n[**2145-4-30**] 03:15AM', 'ENTITY')",1
"('BLOOD WBC-18.8*', 'ENTITY')",1
"('MCHC-31.9 RDW-16.9* Plt Ct-205\n[**2145', 'ENTITY')",1
"('MCHC-32.0 RDW-17.0*', 'ENTITY')",1
"('BLOOD WBC-16.2* RBC-3.37* Hgb-10.2* Hct-31.5*\n', 'ENTITY')",1
"('MCHC-32.3 RDW-16.6* Plt Ct-217\n[**2145', 'ENTITY')",1
"('WBC-14.1* RBC-2.93* Hgb-8.8* Hct-27.4*\nMCV-94 MCH-29.9', 'ENTITY')",1
"('MCHC-32.0 RDW-16.9* Plt Ct-205\n[**2145', 'ENTITY')",1
"('Hct-26.9*\n[**2145', 'ENTITY')",1
"('03:07AM', 'ENTITY')",1
"('BLOOD WBC-15.4* RBC-2.92*', 'ENTITY')",1
"('Hgb-8.5* Hct-26.9*\nMCV-92 MCH-29.2 MCHC-31.8 RDW-16.5* Plt Ct-225\n[**2145', 'ENTITY')",1
"('WBC-9.9 RBC-3.34* Hgb-9.8* Hct-33.2*\nMCV-100*', 'ENTITY')",1
"('MCH-29.5', 'ENTITY')",2
"('MCHC-29.6* RDW-16.1*', 'ENTITY')",1
"('medical service', 'ENTITY')",1
"('problem list', 'ENTITY')",1
"('c.\n', 'ENTITY')",1
"('COPD-nebs', 'ENTITY')",1
"('CHF-', 'ENTITY')",1
"('flash\npulmonary edema', 'ENTITY')",1
"('steroid dependence-solumedrol', 'ENTITY')",1
"('Retrocardiac opacity', 'ENTITY')",1
"('Left upper extremity edema', 'ENTITY')",1
"('bleeding scan', 'ENTITY')",2
"('Oral secretions', 'ENTITY')",1
"('hypopharynx', 'ENTITY')",2
"('valeculae', 'ENTITY')",1
"('suctioned', 'ENTITY')",1
"('region', 'ENTITY')",2
"('stomach body', 'ENTITY')",2
"('distal bulb', 'ENTITY')",3
"('posterior bulb', 'ENTITY')",1
"('Erosions', 'ENTITY')",2
"('Food', 'ENTITY')",2
"('middle third', 'ENTITY')",1
"('duodenal bulb', 'ENTITY')",1
"('submucosal lesion', 'ENTITY')",1
"('thermal therapy', 'ENTITY')",1
"('Generalized low voltage', 'ENTITY')",1
"('Right bundle-branch block', 'ENTITY')",2
"('Occasional\n', 'ENTITY')",1
"('ventricular premature beats', 'ENTITY')",1
"('repolarization', 'ENTITY')",1
"('atrial pacemaker', 'ENTITY')",1
"('Consistent with', 'ENTITY')",1
"('diminution', 'ENTITY')",1
"('QRS voltage', 'ENTITY')",1
"('right internal jugular', 'ENTITY')",1
"('Left lung base consolidation', 'ENTITY')",1
"('left-sided effusion', 'ENTITY')",1
"('definitively', 'ENTITY')",1
"('Platelets', 'ENTITY')",2
"('red blood', 'ENTITY')",1
"('pooling', 'ENTITY')",1
"('red\n', 'ENTITY')",1
"('dependant part', 'ENTITY')",1
"('adherant', 'ENTITY')",1
"('anatomically', 'ENTITY')",1
"('Epinephrine 1/[**Numeric Identifier 961**]\ninjections', 'ENTITY')",1
"('multiple sites', 'ENTITY')",1
"('hemostasis', 'ENTITY')",2
"('success', 'ENTITY')",1
"('Lavage', 'ENTITY')",1
"('procedure\n', 'ENTITY')",2
"('red blood welling', 'ENTITY')",1
"('abnormal tracer', 'ENTITY')",1
"('upper quadrant', 'ENTITY')",1
"('left-sided chest tube\n\n', 'ENTITY')",1
"('antral mucosa', 'ENTITY')",1
"('submucosa', 'ENTITY')",1
"(""Brunner's gland"", 'ENTITY')",1
"('hyperplasia', 'ENTITY')",1
"('chronic\nduodenitis', 'ENTITY')",1
"('fundic-type mucosa', 'ENTITY')",1
"('proximal margin', 'ENTITY')",1
"('Duodenal mucosa', 'ENTITY')",1
"('distal margin', 'ENTITY')",1
"('went antrectomy', 'ENTITY')",1
"('duodenal\nulcer', 'ENTITY')",1
"('adhesive\npad', 'ENTITY')",1
"('avulsion', 'ENTITY')",1
"('J-shaped injury', 'ENTITY')",1
"('moved', 'ENTITY')",1
"('Betadine', 'ENTITY')",1
"('sterile fashion', 'ENTITY')",1
"('interrupted', 'ENTITY')",1
"('nylon', 'ENTITY')",1
"('vertical mattress', 'ENTITY')",1
"('left\nventricular\nsystolic function', 'ENTITY')",1
"('right ventricular\ncavity', 'ENTITY')",1
"('Right ventricular free wall motion', 'ENTITY')",1
"('Left lower extremity swelling', 'ENTITY')",1
"('right common femoral', 'ENTITY')",1
"('popliteal veins', 'ENTITY')",1
"('long segment thrombus', 'ENTITY')",1
"('deep femoral veins', 'ENTITY')",1
"('Dr. [**First Name8 (NamePattern2) **] [**Last Name', 'ENTITY')",1
"('caring\n', 'ENTITY')",1
"('small left basilar', 'ENTITY')",1
"('bibasilar atelectasis', 'ENTITY')",1
"('Small left pneumothorax', 'ENTITY')",1
"('Left-sided\nchest tube', 'ENTITY')",1
"('kinked', 'ENTITY')",1
"('Adjacent', 'ENTITY')",1
"('subcutaneous\nemphysema', 'ENTITY')",1
"('mesenteric fluid', 'ENTITY')",1
"('abscesses', 'ENTITY')",1
"('Stable left renal cyst', 'ENTITY')",1
"('Left foot films', 'ENTITY')",1
"('supportive air filled boot', 'ENTITY')",1
"('obscures portions', 'ENTITY')",1
"('calcaneus', 'ENTITY')",1
"('focal bone', 'ENTITY')",1
"('osteopenia', 'ENTITY')",2
"('IP joint', 'ENTITY')",1
"('early morning', 'ENTITY')",1
"('zinc\n', 'ENTITY')",1
"('zocor\nMVI\n', 'ENTITY')",1
"('Lopressor\nMonteleukant\ncalcium\ndocusate', 'ENTITY')",1
"('Riss\nprevacid\nflovent\n\n', 'ENTITY')",1
"('by:[**2145', 'ENTITY')",1
"('Sulfonamide Antibiotics', 'ENTITY')",1
"('character', 'ENTITY')",3
"('radiations', 'ENTITY')",1
"('exacerbators', 'ENTITY')",1
"('relievers', 'ENTITY')",1
"('wtih', 'ENTITY')",1
"('bacterial vaginosis', 'ENTITY')",1
"('yeast', 'ENTITY')",1
"('topical antifungal\nmedication', 'ENTITY')",1
"('right-sided low back pain', 'ENTITY')",1
"('watery', 'ENTITY')",1
"('dietary changes', 'ENTITY')",1
"('chlamydia', 'ENTITY')",1
"('menstrual', 'ENTITY')",1
"('vital\nsigns', 'ENTITY')",1
"('phenergan', 'ENTITY')",1
"('zofran', 'ENTITY')",1
"('pelvic', 'ENTITY')",1
"('ovarian cyst', 'ENTITY')",1
"('[**Hospital1 18**] ED', 'ENTITY')",1
"('LLQ', 'ENTITY')",1
"('contaminated', 'ENTITY')",1
"('epis', 'ENTITY')",1
"('zofran 2mg IV x\n2', 'ENTITY')",1
"('OB-gyn', 'ENTITY')",1
"('C.\n', 'ENTITY')",1
"('diff colitis', 'ENTITY')",1
"('recommended', 'ENTITY')",1
"('ovarian\ncysts', 'ENTITY')",1
"('broad spectrum', 'ENTITY')",1
"('flagyl\n', 'ENTITY')",1
"('crampy', 'ENTITY')",1
"('primary complaint', 'ENTITY')",1
"('watery stools', 'ENTITY')",1
"('Asthma\n2', 'ENTITY')",1
"('Choledocalcystectomy\n3', 'ENTITY')",1
"('Endometrial Ablation\n4', 'ENTITY')",1
"('G2P2', 'ENTITY')",1
"('SVD', 'ENTITY')",1
"('uncomplicated pregnancies', 'ENTITY')",1
"('Home', 'ENTITY')",1
"('estate', 'ENTITY')",1
"('[**Hospital2 **] [**Hospital3 **]\nEtOH', 'ENTITY')",1
"('Denies\nDrugs', 'ENTITY')",1
"('Denies\nTobacco', 'ENTITY')",1
"('OP', 'ENTITY')",1
"('NL S1', 'ENTITY')",1
"('gallops\nLUNGS', 'ENTITY')",1
"('hypoactive BS', 'ENTITY')",1
"('deep palpation', 'ENTITY')",1
"('suprapubic\narea', 'ENTITY')",1
"('No lesions\n', 'ENTITY')",1
"('Normal coordination', 'ENTITY')",1
"('Gait assessment', 'ENTITY')",1
"('GYN', 'ENTITY')",1
"('EXAM', 'ENTITY')",2
"('bimanual exam', 'ENTITY')",1
"('cervical motion', 'ENTITY')",1
"('07:25PM', 'ENTITY')",7
"('MCHC-34.3', 'ENTITY')",1
"('Plt Ct-141*\n[**2180-3-28**]', 'ENTITY')",1
"('Na-138\nK-3.6 Cl-112*', 'ENTITY')",1
"('AnGap-10\n[**2180', 'ENTITY')",1
